Fairness,dimensions,epochs,layers,learning_rate,model,parity,equality,Accuracy
False,16,50,2,0.001,GAT,0.002589106559753418,0.003352522850036621,0.7407407407407407
False,16,50,2,0.001,Fair_Attention_MP_GCN,5.960464477539063e-08,0.0,0.7407407407407407
False,16,50,2,0.01,GAT,0.010135054588317871,0.008695662021636963,0.7160493827160493
False,16,50,2,0.01,Fair_Attention_MP_GCN,0.010135054588317871,0.008695662021636963,0.7160493827160493
False,16,50,2,0.1,GAT,0.0067566633224487305,0.004347801208496094,0.7283950617283951
False,16,50,2,0.1,Fair_Attention_MP_GCN,0.027469098567962646,0.0019905567169189453,0.7160493827160493
False,16,50,4,0.001,GAT,5.960464477539063e-08,0.0,0.7407407407407407
False,16,50,4,0.001,Fair_Attention_MP_GCN,5.960464477539063e-08,0.0,0.7407407407407407
False,16,50,4,0.01,GAT,5.960464477539063e-08,0.0,0.7407407407407407
False,16,50,4,0.01,Fair_Attention_MP_GCN,5.960464477539063e-08,0.0,0.7407407407407407
False,16,50,4,0.1,GAT,5.960464477539063e-08,0.0,0.7407407407407407
False,16,50,4,0.1,Fair_Attention_MP_GCN,0.0,0.0,0.25925925925925924
False,16,100,2,0.001,GAT,0.009345829486846924,0.012048184871673584,0.7407407407407407
False,16,100,2,0.001,Fair_Attention_MP_GCN,5.960464477539063e-08,0.0,0.7407407407407407
False,16,100,2,0.01,GAT,0.003157317638397217,0.0019905567169189453,0.7283950617283951
False,16,100,2,0.01,Fair_Attention_MP_GCN,0.017333984375,0.01938188076019287,0.691358024691358
False,16,100,2,0.1,GAT,5.960464477539063e-08,0.0,0.7407407407407407
False,16,100,2,0.1,Fair_Attention_MP_GCN,0.0,0.0,0.25925925925925924
False,16,100,4,0.001,GAT,0.0067566633224487305,0.004347801208496094,0.7283950617283951
False,16,100,4,0.001,Fair_Attention_MP_GCN,5.960464477539063e-08,0.0,0.7407407407407407
False,16,100,4,0.01,GAT,5.960464477539063e-08,0.0,0.7407407407407407
False,16,100,4,0.01,Fair_Attention_MP_GCN,5.960464477539063e-08,0.0,0.7407407407407407
False,16,100,4,0.1,GAT,5.960464477539063e-08,0.0,0.7407407407407407
False,16,100,4,0.1,Fair_Attention_MP_GCN,5.960464477539063e-08,0.0,0.7407407407407407
False,16,200,2,0.001,GAT,0.01092439889907837,0.005343079566955566,0.7160493827160493
False,16,200,2,0.001,Fair_Attention_MP_GCN,0.015534281730651855,0.005343079566955566,0.7407407407407407
False,16,200,2,0.01,GAT,0.019702017307281494,0.008695662021636963,0.7407407407407407
False,16,200,2,0.01,Fair_Attention_MP_GCN,0.009914100170135498,0.005343079566955566,0.7283950617283951
False,16,200,2,0.1,GAT,5.960464477539063e-08,0.0,0.7407407407407407
False,16,200,2,0.1,Fair_Attention_MP_GCN,0.0,0.0,0.25925925925925924
False,16,200,4,0.001,GAT,0.007767200469970703,0.004347801208496094,0.7530864197530864
False,16,200,4,0.001,Fair_Attention_MP_GCN,5.960464477539063e-08,0.0,0.7407407407407407
False,16,200,4,0.01,GAT,0.007767200469970703,0.004347801208496094,0.7530864197530864
False,16,200,4,0.01,Fair_Attention_MP_GCN,0.00337827205657959,0.0,0.7407407407407407
False,16,200,4,0.1,GAT,5.960464477539063e-08,0.0,0.7407407407407407
False,16,200,4,0.1,Fair_Attention_MP_GCN,0.0,0.0,0.25925925925925924
False,16,500,2,0.001,GAT,5.960464477539063e-08,0.0,0.7407407407407407
False,16,500,2,0.001,Fair_Attention_MP_GCN,0.0067566633224487305,0.004347801208496094,0.7283950617283951
False,16,500,2,0.01,GAT,0.02860569953918457,0.01739126443862915,0.7283950617283951
False,16,500,2,0.01,Fair_Attention_MP_GCN,0.0,0.0,0.25925925925925924
False,16,500,2,0.1,GAT,5.960464477539063e-08,0.0,0.7407407407407407
False,16,500,2,0.1,Fair_Attention_MP_GCN,0.0,0.0,0.25925925925925924
False,16,500,4,0.001,GAT,0.016323626041412354,0.013043463230133057,0.7407407407407407
False,16,500,4,0.001,Fair_Attention_MP_GCN,0.007767200469970703,0.003352522850036621,0.7160493827160493
False,16,500,4,0.01,GAT,0.03422588109970093,0.011052906513214111,0.7037037037037037
False,16,500,4,0.01,Fair_Attention_MP_GCN,0.0,0.0,0.25925925925925924
False,16,500,4,0.1,GAT,5.960464477539063e-08,0.0,0.7407407407407407
False,16,500,4,0.1,Fair_Attention_MP_GCN,0.019133687019348145,0.01676267385482788,0.7407407407407407
False,32,50,2,0.001,GAT,0.01092439889907837,0.013043463230133057,0.7160493827160493
False,32,50,2,0.001,Fair_Attention_MP_GCN,0.0067566633224487305,0.004347801208496094,0.7283950617283951
False,32,50,2,0.01,GAT,0.010135054588317871,0.008695662021636963,0.7160493827160493
False,32,50,2,0.01,Fair_Attention_MP_GCN,0.020491302013397217,0.013043463230133057,0.7160493827160493
False,32,50,2,0.1,GAT,0.010135054588317871,0.008695662021636963,0.7160493827160493
False,32,50,2,0.1,Fair_Attention_MP_GCN,0.024880051612854004,0.0023572444915771484,0.7160493827160493
False,32,50,4,0.001,GAT,0.010135054588317871,0.008695662021636963,0.7160493827160493
False,32,50,4,0.001,Fair_Attention_MP_GCN,5.960464477539063e-08,0.0,0.7407407407407407
False,32,50,4,0.01,GAT,0.0067566633224487305,0.004347801208496094,0.7283950617283951
False,32,50,4,0.01,Fair_Attention_MP_GCN,5.960464477539063e-08,0.0,0.7407407407407407
False,32,50,4,0.1,GAT,5.960464477539063e-08,0.0,0.7407407407407407
False,32,50,4,0.1,Fair_Attention_MP_GCN,0.0,0.0,0.25925925925925924
False,32,100,2,0.001,GAT,0.00337827205657959,0.0,0.7407407407407407
False,32,100,2,0.001,Fair_Attention_MP_GCN,5.960464477539063e-08,0.0,0.7407407407407407
False,32,100,2,0.01,GAT,0.010135054588317871,0.008695662021636963,0.7160493827160493
False,32,100,2,0.01,Fair_Attention_MP_GCN,0.03031069040298462,0.06783658266067505,0.7160493827160493
False,32,100,2,0.1,GAT,5.960464477539063e-08,0.0,0.7407407407407407
False,32,100,2,0.1,Fair_Attention_MP_GCN,0.0,0.0,0.25925925925925924
False,32,100,4,0.001,GAT,0.0067566633224487305,0.004347801208496094,0.7283950617283951
False,32,100,4,0.001,Fair_Attention_MP_GCN,5.960464477539063e-08,0.0,0.7407407407407407
False,32,100,4,0.01,GAT,0.010135054588317871,0.008695662021636963,0.7160493827160493
False,32,100,4,0.01,Fair_Attention_MP_GCN,0.0017997026443481445,0.008695662021636963,0.7283950617283951
False,32,100,4,0.1,GAT,0.0067566633224487305,0.004347801208496094,0.7283950617283951
False,32,100,4,0.1,Fair_Attention_MP_GCN,0.0,0.0,0.25925925925925924
False,32,200,2,0.001,GAT,0.010135054588317871,0.004347801208496094,0.7283950617283951
False,32,200,2,0.001,Fair_Attention_MP_GCN,0.010135054588317871,0.004347801208496094,0.7283950617283951
False,32,200,2,0.01,GAT,0.006188511848449707,0.0009952783584594727,0.7530864197530864
False,32,200,2,0.01,Fair_Attention_MP_GCN,0.018565356731414795,0.023729681968688965,0.7037037037037037
False,32,200,2,0.1,GAT,5.960464477539063e-08,0.0,0.7407407407407407
False,32,200,2,0.1,Fair_Attention_MP_GCN,0.0,0.0,0.25925925925925924
False,32,200,4,0.001,GAT,5.960464477539063e-08,0.0,0.7407407407407407
False,32,200,4,0.001,Fair_Attention_MP_GCN,0.0067566633224487305,0.004347801208496094,0.7283950617283951
False,32,200,4,0.01,GAT,0.0067566633224487305,0.004347801208496094,0.7283950617283951
False,32,200,4,0.01,Fair_Attention_MP_GCN,0.0,0.0,0.25925925925925924
False,32,200,4,0.1,GAT,5.960464477539063e-08,0.0,0.7407407407407407
False,32,200,4,0.1,Fair_Attention_MP_GCN,0.002589106559753418,0.012048184871673584,0.7530864197530864
False,32,500,2,0.001,GAT,0.0060936808586120605,0.03577786684036255,0.7407407407407407
False,32,500,2,0.001,Fair_Attention_MP_GCN,0.05616956949234009,0.002985835075378418,0.7160493827160493
False,32,500,2,0.01,GAT,0.01487112045288086,0.030434787273406982,0.7283950617283951
False,32,500,2,0.01,Fair_Attention_MP_GCN,0.0,0.0,0.25925925925925924
False,32,500,2,0.1,GAT,0.007767200469970703,0.0009952783584594727,0.7037037037037037
False,32,500,2,0.1,Fair_Attention_MP_GCN,0.0,0.0,0.25925925925925924
False,32,500,4,0.001,GAT,0.03242617845535278,0.00770038366317749,0.7283950617283951
False,32,500,4,0.001,Fair_Attention_MP_GCN,0.0067566633224487305,0.004347801208496094,0.7283950617283951
False,32,500,4,0.01,GAT,5.960464477539063e-08,0.0,0.7407407407407407
False,32,500,4,0.01,Fair_Attention_MP_GCN,0.0,0.0,0.25925925925925924
False,32,500,4,0.1,GAT,5.960464477539063e-08,0.0,0.7407407407407407
False,32,500,4,0.1,Fair_Attention_MP_GCN,0.0,0.0,0.25925925925925924
False,64,50,2,0.001,GAT,5.960464477539063e-08,0.0,0.7407407407407407
False,64,50,2,0.001,Fair_Attention_MP_GCN,0.00337827205657959,0.0,0.7407407407407407
False,64,50,2,0.01,GAT,5.960464477539063e-08,0.0,0.7407407407407407
False,64,50,2,0.01,Fair_Attention_MP_GCN,0.036814868450164795,0.0057097673416137695,0.7037037037037037
False,64,50,2,0.1,GAT,5.960464477539063e-08,0.0,0.7407407407407407
False,64,50,2,0.1,Fair_Attention_MP_GCN,0.0010104179382324219,0.011052906513214111,0.7160493827160493
False,64,50,4,0.001,GAT,5.960464477539063e-08,0.0,0.7407407407407407
False,64,50,4,0.001,Fair_Attention_MP_GCN,5.960464477539063e-08,0.0,0.7407407407407407
False,64,50,4,0.01,GAT,5.960464477539063e-08,0.0,0.7407407407407407
False,64,50,4,0.01,Fair_Attention_MP_GCN,0.0067566633224487305,0.004347801208496094,0.7283950617283951
False,64,50,4,0.1,GAT,5.960464477539063e-08,0.0,0.7407407407407407
False,64,50,4,0.1,Fair_Attention_MP_GCN,0.0,0.0,0.25925925925925924
False,64,100,2,0.001,GAT,0.02983713150024414,0.003352522850036621,0.7160493827160493
False,64,100,2,0.001,Fair_Attention_MP_GCN,0.00337827205657959,0.0,0.7407407407407407
False,64,100,2,0.01,GAT,0.010135054588317871,0.004347801208496094,0.7283950617283951
False,64,100,2,0.01,Fair_Attention_MP_GCN,0.08341759443283081,0.01911991834640503,0.7530864197530864
False,64,100,2,0.1,GAT,0.00337827205657959,0.0,0.7407407407407407
False,64,100,2,0.1,Fair_Attention_MP_GCN,0.027469098567962646,0.0019905567169189453,0.7160493827160493
False,64,100,4,0.001,GAT,0.0067566633224487305,0.004347801208496094,0.7283950617283951
False,64,100,4,0.001,Fair_Attention_MP_GCN,5.960464477539063e-08,0.0,0.7407407407407407
False,64,100,4,0.01,GAT,0.010135054588317871,0.008695662021636963,0.7160493827160493
False,64,100,4,0.01,Fair_Attention_MP_GCN,0.013513445854187012,0.004347801208496094,0.7407407407407407
False,64,100,4,0.1,GAT,5.960464477539063e-08,0.0,0.7407407407407407
False,64,100,4,0.1,Fair_Attention_MP_GCN,0.0,0.0,0.25925925925925924
False,64,200,2,0.001,GAT,0.012945294380187988,0.003352522850036621,0.7530864197530864
False,64,200,2,0.001,Fair_Attention_MP_GCN,0.07520842552185059,0.0019905567169189453,0.7530864197530864
False,64,200,2,0.01,GAT,0.013513445854187012,0.008695662021636963,0.7160493827160493
False,64,200,2,0.01,Fair_Attention_MP_GCN,0.0533595085144043,0.0037192106246948242,0.691358024691358
False,64,200,2,0.1,GAT,5.960464477539063e-08,0.0,0.7407407407407407
False,64,200,2,0.1,Fair_Attention_MP_GCN,0.0,0.0,0.25925925925925924
False,64,200,4,0.001,GAT,0.0067566633224487305,0.004347801208496094,0.7283950617283951
False,64,200,4,0.001,Fair_Attention_MP_GCN,5.960464477539063e-08,0.0,0.7407407407407407
False,64,200,4,0.01,GAT,0.0043888092041015625,0.008695662021636963,0.7407407407407407
False,64,200,4,0.01,Fair_Attention_MP_GCN,0.0,0.0,0.25925925925925924
False,64,200,4,0.1,GAT,5.960464477539063e-08,0.0,0.7407407407407407
False,64,200,4,0.1,Fair_Attention_MP_GCN,0.0,0.0,0.25925925925925924
False,64,500,2,0.001,GAT,0.012945294380187988,0.008695662021636963,0.7530864197530864
False,64,500,2,0.001,Fair_Attention_MP_GCN,0.024753808975219727,0.012676835060119629,0.691358024691358
False,64,500,2,0.01,GAT,0.0013576149940490723,0.0009952783584594727,0.7407407407407407
False,64,500,2,0.01,Fair_Attention_MP_GCN,0.0,0.0,0.25925925925925924
False,64,500,2,0.1,GAT,0.010135054588317871,0.008695662021636963,0.7160493827160493
False,64,500,2,0.1,Fair_Attention_MP_GCN,0.0,0.0,0.25925925925925924
False,64,500,4,0.001,GAT,0.004167675971984863,0.008695662021636963,0.7160493827160493
False,64,500,4,0.001,Fair_Attention_MP_GCN,0.019702017307281494,0.011052906513214111,0.7283950617283951
False,64,500,4,0.01,GAT,0.0067566633224487305,0.004347801208496094,0.7283950617283951
False,64,500,4,0.01,Fair_Attention_MP_GCN,0.0,0.0,0.25925925925925924
False,64,500,4,0.1,GAT,5.960464477539063e-08,0.0,0.7407407407407407
False,64,500,4,0.1,Fair_Attention_MP_GCN,0.0,0.0,0.25925925925925924
